dir_path,num_file,end_id
201901172218 ,359,118553
201901172219 ,360,118913
201901172220 ,360,119273
201901172221 ,360,119633
201901172222 ,358,119991
201901172223 ,360,120351
201901172224 ,360,120711
201901172225 ,360,121071
201901172226 ,360,121431
201901172227 ,358,121789
201901172228 ,359,122148
201901172229 ,360,122508
201901172230 ,360,122868
201901172231 ,360,123228
201901172232 ,359,123587
201901172233 ,358,123945
201901172234 ,360,124305
201901172235 ,360,124665
201901172236 ,360,125025
201901172237 ,359,125384
201901172238 ,361,125745
201901172239 ,360,126105
201901172240 ,360,126465
201901172241 ,358,126823
201901172242 ,360,127183
201901172243 ,361,127544
201901172244 ,359,127903
201901172245 ,359,128262
201901172246 ,358,128620
201901172247 ,360,128980
201901172248 ,359,129339
201901172249 ,360,129699
201901172250 ,360,130059
201901172251 ,360,130419
201901172252 ,359,130778
201901172253 ,360,131138
201901172254 ,360,131498
201901172255 ,358,131856
201901172256 ,360,132216
201901172257 ,360,132576
201901172258 ,360,132936
201901172259 ,360,133296
201901172300 ,358,133654
201901172301 ,361,134015
201901172302 ,360,134375
201901172303 ,359,134734
201901172304 ,360,135094
201901172305 ,360,135454
201901172306 ,360,135814
201901172307 ,358,136172
201901172308 ,361,136533
201901172309 ,360,136893
201901172310 ,358,137251
201901172311 ,360,137611
201901172312 ,360,137971
201901172313 ,359,138330
201901172314 ,359,138689
201901172315 ,360,139049
201901172316 ,360,139409
201901172317 ,360,139769
201901172318 ,360,140129
201901172319 ,359,140488
201901172320 ,360,140848
201901172321 ,360,141208
201901172322 ,360,141568
201901172323 ,360,141928
201901172324 ,360,142288
201901172325 ,360,142648
201901172326 ,359,143007
201901172327 ,360,143367
201901172328 ,360,143727
201901172329 ,360,144087
201901172330 ,360,144447
201901172331 ,360,144807
201901172332 ,360,145167
201901172333 ,359,145526
201901172334 ,359,145885
201901172335 ,360,146245
201901172336 ,360,146605
201901172337 ,360,146965
201901172338 ,359,147324
201901172339 ,357,147681
201901172340 ,360,148041
201901172341 ,360,148401
201901172342 ,360,148761
201901172343 ,360,149121
201901172344 ,360,149481
201901172345 ,360,149841
201901172346 ,359,150200
201901172347 ,360,150560
201901172348 ,360,150920
201901172349 ,359,151279
201901172350 ,329,151608
201901172351 ,360,151968
201901172352 ,360,152328
201901172353 ,359,152687
201901172354 ,358,153045
201901172355 ,361,153406
201901172356 ,360,153766
201901172357 ,360,154126
201901172358 ,360,154486
201901172359 ,360,154846
201901180000 ,360,155206
201901180001 ,360,155566
201901180002 ,359,155925
201901180003 ,360,156285
201901180004 ,361,156646
201901180005 ,360,157006
201901180006 ,357,157363
201901180007 ,361,157724
201901180008 ,360,158084
201901180009 ,360,158444
201901180010 ,360,158804
201901180011 ,360,159164
201901180012 ,358,159522
201901180013 ,361,159883
201901180014 ,342,160225
201901180015 ,361,160586
201901180016 ,361,160947
201901180017 ,359,161306
201901180018 ,359,161665
201901180019 ,360,162025
201901180020 ,360,162385
201901180021 ,360,162745
201901180022 ,358,163103
201901180023 ,359,163462
201901180024 ,360,163822
201901180025 ,360,164182
201901180026 ,360,164542
201901180027 ,358,164900
201901180028 ,360,165260
201901180029 ,360,165620
201901180030 ,360,165980
201901180031 ,359,166339
201901180032 ,360,166699
201901180033 ,360,167059
201901180034 ,361,167420
201901180035 ,360,167780
201901180036 ,359,168139
201901180037 ,360,168499
201901180038 ,360,168859
201901180039 ,360,169219
201901180040 ,360,169579
201901180041 ,360,169939
201901180042 ,361,170300
201901180043 ,358,170658
201901180044 ,360,171018
201901180045 ,360,171378
201901180046 ,360,171738
201901180047 ,361,172099
201901180048 ,358,172457
201901180049 ,360,172817
201901180050 ,359,173176
201901180051 ,359,173535
201901180052 ,359,173894
201901180053 ,360,174254
201901180054 ,360,174614
201901180055 ,360,174974
201901180056 ,360,175334
201901180057 ,360,175694
201901180058 ,360,176054
201901180059 ,360,176414
201901180100 ,360,176774
201901180101 ,359,177133
201901180102 ,359,177492
201901180103 ,359,177851
201901180104 ,358,178209
201901180105 ,360,178569
201901180106 ,360,178929
201901180107 ,360,179289
201901180108 ,360,179649
201901180109 ,360,180009
201901180110 ,358,180367
201901180111 ,360,180727
201901180112 ,360,181087
201901180113 ,360,181447
201901180114 ,360,181807
201901180115 ,360,182167
201901180116 ,359,182526
201901180117 ,358,182884
201901180118 ,360,183244
201901180119 ,360,183604
201901180120 ,360,183964
201901180121 ,360,184324
201901180122 ,360,184684
201901180123 ,357,185041
201901180124 ,360,185401
201901180125 ,359,185760
201901180126 ,360,186120
201901180127 ,359,186479
201901180128 ,360,186839
201901180129 ,359,187198
201901180130 ,360,187558
201901180131 ,358,187916
201901180132 ,333,188249
201901180133 ,360,188609
201901180134 ,360,188969
201901180135 ,360,189329
201901180136 ,360,189689
201901180137 ,360,190049
201901180138 ,360,190409
201901180139 ,357,190766
201901180140 ,360,191126
201901180141 ,358,191484
201901180142 ,357,191841
201901180143 ,359,192200
201901180144 ,360,192560
201901180145 ,360,192920
201901180146 ,360,193280
201901180147 ,359,193639
201901180148 ,358,193997
201901180149 ,360,194357
201901180150 ,360,194717
201901180151 ,360,195077
201901180152 ,344,195421
201901180153 ,361,195782
201901180154 ,360,196142
201901180155 ,360,196502
201901180156 ,359,196861
201901180157 ,360,197221
201901180158 ,358,197579
201901180159 ,358,197937
201901180200 ,360,198297
201901180201 ,360,198657
201901180202 ,360,199017
201901180203 ,360,199377
201901180204 ,329,199706
201901180205 ,357,200063
201901180206 ,360,200423
201901180207 ,360,200783
201901180208 ,360,201143
201901180209 ,360,201503
201901180210 ,359,201862
201901180211 ,357,202219
201901180212 ,360,202579
201901180213 ,359,202938
201901180214 ,358,203296
201901180215 ,360,203656
201901180216 ,359,204015
201901180217 ,360,204375
201901180218 ,360,204735
201901180219 ,360,205095
201901180220 ,356,205451
201901180221 ,360,205811
201901180222 ,359,206170
201901180223 ,357,206527
201901180224 ,360,206887
201901180225 ,360,207247
201901180226 ,360,207607
201901180227 ,360,207967
201901180228 ,360,208327
201901180229 ,355,208682
201901180230 ,360,209042
201901180231 ,358,209400
201901180232 ,359,209759
201901180233 ,360,210119
201901180234 ,360,210479
201901180235 ,360,210839
201901180236 ,360,211199
201901180237 ,359,211558
201901180238 ,358,211916
201901180239 ,360,212276
201901180240 ,358,212634
201901180241 ,360,212994
201901180242 ,360,213354
201901180243 ,359,213713
201901180244 ,360,214073
201901180245 ,360,214433
201901180246 ,359,214792
201901180247 ,360,215152
201901180248 ,360,215512
201901180249 ,360,215872
201901180250 ,357,216229
201901180251 ,360,216589
201901180252 ,356,216945
201901180253 ,358,217303
201901180254 ,360,217663
201901180255 ,357,218020
201901180256 ,360,218380
201901180257 ,360,218740
201901180258 ,360,219100
201901180259 ,359,219459
201901180300 ,360,219819
201901180301 ,359,220178
201901180302 ,358,220536
201901180303 ,360,220896
201901180304 ,360,221256
201901180305 ,360,221616
201901180306 ,360,221976
201901180307 ,357,222333
201901180308 ,359,222692
201901180309 ,360,223052
201901180310 ,360,223412
201901180311 ,359,223771
201901180312 ,360,224131
201901180313 ,360,224491
201901180314 ,358,224849
201901180315 ,360,225209
201901180316 ,358,225567
201901180317 ,360,225927
201901180318 ,360,226287
201901180319 ,360,226647
201901180320 ,358,227005
201901180321 ,360,227365
201901180322 ,359,227724
201901180323 ,360,228084
201901180324 ,360,228444
201901180325 ,360,228804
201901180326 ,360,229164
201901180327 ,361,229525
201901180328 ,360,229885
201901180329 ,356,230241
201901180330 ,359,230600
201901180331 ,360,230960
201901180332 ,359,231319
201901180333 ,360,231679
201901180334 ,360,232039
201901180335 ,360,232399
201901180336 ,358,232757
201901180337 ,360,233117
201901180338 ,356,233473
201901180339 ,360,233833
201901180340 ,360,234193
201901180341 ,360,234553
201901180342 ,360,234913
201901180343 ,360,235273
201901180344 ,356,235629
201901180345 ,359,235988
201901180346 ,360,236348
201901180347 ,360,236708
201901180348 ,360,237068
201901180349 ,360,237428
201901180350 ,361,237789
201901180351 ,360,238149
201901180352 ,360,238509
201901180353 ,360,238869
201901180354 ,359,239228
201901180355 ,360,239588
201901180356 ,358,239946
201901180357 ,360,240306
201901180358 ,360,240666
201901180359 ,361,241027
201901180400 ,359,241386
201901180401 ,359,241745
201901180402 ,357,242102
201901180403 ,360,242462
201901180404 ,360,242822
201901180405 ,360,243182
201901180406 ,361,243543
201901180407 ,360,243903
201901180408 ,358,244261
201901180409 ,360,244621
201901180410 ,360,244981
201901180411 ,360,245341
201901180412 ,359,245700
201901180413 ,360,246060
201901180414 ,360,246420
201901180415 ,360,246780
201901180416 ,357,247137
201901180417 ,360,247497
201901180418 ,358,247855
201901180419 ,358,248213
201901180420 ,360,248573
201901180421 ,360,248933
201901180422 ,360,249293
201901180423 ,360,249653
201901180424 ,360,250013
201901180425 ,358,250371
201901180426 ,360,250731
201901180427 ,360,251091
201901180428 ,360,251451
201901180429 ,360,251811
201901180430 ,358,252169
201901180431 ,358,252527
201901180432 ,361,252888
201901180433 ,360,253248
201901180434 ,360,253608
201901180435 ,360,253968
201901180436 ,358,254326
201901180437 ,360,254686
201901180438 ,360,255046
201901180439 ,360,255406
201901180440 ,360,255766
201901180441 ,361,256127
201901180442 ,360,256487
201901180443 ,360,256847
201901180444 ,360,257207
201901180445 ,360,257567
201901180446 ,360,257927
201901180447 ,360,258287
201901180448 ,360,258647
201901180449 ,360,259007
201901180450 ,359,259366
201901180451 ,360,259726
201901180452 ,360,260086
201901180453 ,360,260446
201901180454 ,360,260806
201901180455 ,360,261166
201901180456 ,360,261526
201901180457 ,360,261886
201901180458 ,360,262246
201901180459 ,359,262605
201901180500 ,360,262965
201901180501 ,361,263326
201901180502 ,360,263686
201901180503 ,358,264044
201901180504 ,360,264404
201901180505 ,358,264762
201901180506 ,360,265122
201901180507 ,359,265481
201901180508 ,361,265842
201901180509 ,360,266202
201901180510 ,360,266562
201901180511 ,358,266920
201901180512 ,360,267280
201901180513 ,360,267640
201901180514 ,360,268000
201901180515 ,360,268360
201901180516 ,328,268688
201901180517 ,360,269048
201901180518 ,358,269406
201901180519 ,357,269763
201901180520 ,360,270123
201901180521 ,359,270482
201901180522 ,360,270842
201901180523 ,359,271201
201901180524 ,360,271561
201901180525 ,360,271921
201901180526 ,360,272281
201901180527 ,358,272639
201901180528 ,360,272999
201901180529 ,360,273359
201901180530 ,360,273719
201901180531 ,360,274079
201901180532 ,360,274439
201901180533 ,358,274797
201901180534 ,358,275155
201901180535 ,360,275515
201901180536 ,360,275875
201901180537 ,360,276235
201901180538 ,360,276595
201901180539 ,359,276954
201901180540 ,361,277315
201901180541 ,360,277675
201901180542 ,360,278035
201901180543 ,356,278391
201901180544 ,361,278752
201901180545 ,358,279110
201901180546 ,361,279471
201901180547 ,358,279829
201901180548 ,360,280189
201901180549 ,360,280549
201901180550 ,360,280909
201901180551 ,360,281269
201901180552 ,360,281629
201901180553 ,358,281987
201901180554 ,360,282347
201901180555 ,360,282707
201901180556 ,360,283067
201901180557 ,360,283427
201901180558 ,360,283787
201901180559 ,359,284146
201901180600 ,360,284506
201901180601 ,361,284867
201901180602 ,357,285224
201901180603 ,360,285584
201901180604 ,360,285944
201901180605 ,360,286304
201901180606 ,360,286664
201901180607 ,359,287023
201901180608 ,358,287381
201901180609 ,361,287742
201901180610 ,359,288101
201901180611 ,361,288462
201901180612 ,356,288818
201901180613 ,360,289178
201901180614 ,357,289535
201901180615 ,359,289894
201901180616 ,360,290254
201901180617 ,358,290612
201901180618 ,360,290972
201901180619 ,360,291332
201901180620 ,360,291692
201901180621 ,360,292052
201901180622 ,360,292412
201901180623 ,359,292771
201901180624 ,360,293131
201901180625 ,344,293475
201901180626 ,357,293832
201901180627 ,357,294189
201901180628 ,360,294549
201901180629 ,360,294909
201901180630 ,360,295269
201901180631 ,359,295628
201901180632 ,360,295988
201901180633 ,357,296345
201901180634 ,361,296706
201901180635 ,359,297065
201901180636 ,360,297425
201901180637 ,360,297785
201901180638 ,360,298145
201901180639 ,359,298504
201901180640 ,360,298864
201901180641 ,360,299224
201901180642 ,360,299584
201901180643 ,360,299944
201901180644 ,360,300304
201901180645 ,360,300664
201901180646 ,360,301024
201901180647 ,360,301384
201901180648 ,360,301744
201901180649 ,360,302104
201901180650 ,360,302464
201901180651 ,358,302822
201901180652 ,360,303182
201901180653 ,359,303541
201901180654 ,357,303898
201901180655 ,360,304258
201901180656 ,361,304619
201901180657 ,357,304976
201901180658 ,360,305336
201901180659 ,360,305696
201901180700 ,357,306053
201901180701 ,330,306383
201901180702 ,360,306743
201901180703 ,360,307103
201901180704 ,358,307461
201901180705 ,361,307822
201901180706 ,360,308182
201901180707 ,360,308542
201901180708 ,360,308902
201901180709 ,359,309261
201901180710 ,361,309622
201901180711 ,329,309951
201901180712 ,360,310311
201901180713 ,360,310671
201901180714 ,360,311031
201901180715 ,360,311391
201901180716 ,359,311750
201901180717 ,359,312109
201901180718 ,360,312469
201901180719 ,360,312829
201901180720 ,357,313186
201901180721 ,360,313546
201901180722 ,361,313907
201901180723 ,360,314267
201901180724 ,360,314627
201901180725 ,335,314962
201901180726 ,358,315320
201901180727 ,357,315677
201901180728 ,360,316037
201901180729 ,360,316397
201901180730 ,360,316757
201901180731 ,360,317117
201901180732 ,360,317477
201901180733 ,360,317837
201901180734 ,360,318197
201901180735 ,360,318557
201901180736 ,358,318915
201901180737 ,360,319275
201901180738 ,360,319635
201901180739 ,358,319993
201901180740 ,330,320323
201901180741 ,360,320683
201901180742 ,358,321041
201901180743 ,360,321401
201901180744 ,360,321761
201901180745 ,360,322121
201901180746 ,359,322480
201901180747 ,361,322841
201901180748 ,360,323201
201901180749 ,360,323561
201901180750 ,360,323921
201901180751 ,358,324279
201901180752 ,360,324639
201901180753 ,360,324999
201901180754 ,360,325359
201901180755 ,360,325719
201901180756 ,360,326079
201901180757 ,358,326437
201901180758 ,358,326795
201901180759 ,360,327155
201901180800 ,360,327515
201901180801 ,360,327875
201901180802 ,361,328236
201901180803 ,360,328596
201901180804 ,360,328956
201901180805 ,360,329316
201901180806 ,358,329674
201901180807 ,360,330034
201901180808 ,360,330394
201901180809 ,357,330751
201901180810 ,360,331111
201901180811 ,360,331471
201901180812 ,360,331831
201901180813 ,360,332191
201901180814 ,360,332551
201901180815 ,360,332911
201901180816 ,360,333271
201901180817 ,358,333629
201901180818 ,360,333989
201901180819 ,361,334350
201901180820 ,360,334710
201901180821 ,360,335070
201901180822 ,359,335429
201901180823 ,360,335789
201901180824 ,360,336149
201901180825 ,360,336509
201901180826 ,360,336869
201901180827 ,360,337229
201901180828 ,360,337589
201901180829 ,360,337949
201901180830 ,360,338309
201901180831 ,359,338668
201901180832 ,359,339027
201901180833 ,360,339387
201901180834 ,360,339747
201901180835 ,360,340107
201901180836 ,360,340467
201901180837 ,360,340827
201901180838 ,360,341187
201901180839 ,357,341544
201901180840 ,360,341904
201901180841 ,360,342264
201901180842 ,360,342624
201901180843 ,360,342984
201901180844 ,360,343344
201901180845 ,360,343704
201901180846 ,361,344065
201901180847 ,360,344425
201901180848 ,360,344785
201901180849 ,360,345145
201901180850 ,360,345505
201901180851 ,360,345865
201901180852 ,360,346225
201901180853 ,361,346586
201901180854 ,360,346946
201901180855 ,360,347306
201901180856 ,358,347664
201901180857 ,357,348021
201901180858 ,360,348381
201901180859 ,360,348741
201901180900 ,360,349101
201901180901 ,360,349461
201901180902 ,360,349821
201901180903 ,328,350149
201901180904 ,359,350508
201901180905 ,358,350866
201901180906 ,361,351227
201901180907 ,360,351587
201901180908 ,360,351947
201901180909 ,360,352307
201901180910 ,360,352667
201901180911 ,360,353027
201901180912 ,360,353387
201901180913 ,360,353747
201901180914 ,360,354107
201901180915 ,361,354468
201901180916 ,359,354827
201901180917 ,360,355187
201901180918 ,360,355547
201901180919 ,359,355906
201901180920 ,360,356266
201901180921 ,360,356626
201901180922 ,360,356986
201901180923 ,361,357347
201901180924 ,360,357707
201901180925 ,361,358068
201901180926 ,360,358428
201901180927 ,360,358788
201901180928 ,361,359149
201901180929 ,357,359506
201901180930 ,329,359835
201901180931 ,360,360195
201901180932 ,361,360556
201901180933 ,360,360916
201901180934 ,360,361276
201901180935 ,360,361636
201901180936 ,357,361993
201901180937 ,358,362351
201901180938 ,360,362711
201901180939 ,360,363071
201901180940 ,361,363432
201901180941 ,360,363792
201901180942 ,360,364152
201901180943 ,361,364513
201901180944 ,360,364873
201901180945 ,360,365233
201901180946 ,361,365594
201901180947 ,360,365954
201901180948 ,360,366314
201901180949 ,357,366671
201901180950 ,360,367031
201901180951 ,360,367391
201901180952 ,361,367752
201901180953 ,360,368112
201901180954 ,358,368470
201901180955 ,360,368830
201901180956 ,360,369190
201901180957 ,360,369550
201901180958 ,360,369910
201901180959 ,360,370270
201901181000 ,360,370630
201901181001 ,360,370990
201901181002 ,329,371319
201901181003 ,361,371680
201901181004 ,360,372040
201901181005 ,361,372401
201901181006 ,360,372761
201901181007 ,361,373122
201901181008 ,360,373482
201901181009 ,360,373842
201901181010 ,360,374202
201901181011 ,360,374562
201901181012 ,359,374921
201901181013 ,358,375279
201901181014 ,360,375639
201901181015 ,360,375999
201901181016 ,360,376359
201901181017 ,360,376719
201901181018 ,360,377079
201901181019 ,361,377440
201901181020 ,359,377799
201901181021 ,360,378159
201901181022 ,361,378520
201901181023 ,329,378849
201901181024 ,360,379209
201901181025 ,360,379569
201901181026 ,361,379930
201901181027 ,360,380290
201901181028 ,360,380650
201901181029 ,360,381010
201901181030 ,359,381369
201901181031 ,360,381729
201901181032 ,361,382090
201901181033 ,360,382450
201901181034 ,360,382810
201901181035 ,360,383170
201901181036 ,360,383530
201901181037 ,361,383891
201901181038 ,360,384251
201901181039 ,360,384611
201901181040 ,360,384971
201901181041 ,360,385331
201901181042 ,347,385678
201901181043 ,361,386039
201901181044 ,360,386399
201901181045 ,360,386759
201901181046 ,360,387119
201901181047 ,360,387479
201901181048 ,361,387840
201901181049 ,360,388200
201901181050 ,360,388560
201901181051 ,360,388920
201901181052 ,360,389280
201901181053 ,359,389639
201901181054 ,360,389999
201901181055 ,361,390360
201901181056 ,359,390719
201901181057 ,360,391079
201901181058 ,360,391439
201901181059 ,358,391797
201901181100 ,360,392157
201901181101 ,360,392517
201901181102 ,361,392878
201901181103 ,358,393236
201901181104 ,360,393596
201901181105 ,360,393956
201901181106 ,360,394316
201901181107 ,360,394676
201901181108 ,360,395036
201901181109 ,360,395396
201901181110 ,360,395756
201901181111 ,361,396117
201901181112 ,360,396477
201901181113 ,359,396836
201901181114 ,360,397196
201901181115 ,360,397556
201901181116 ,360,397916
201901181117 ,359,398275
201901181118 ,358,398633
201901181119 ,360,398993
201901181120 ,360,399353
201901181121 ,360,399713
201901181122 ,360,400073
201901181123 ,358,400431
201901181124 ,357,400788
201901181125 ,360,401148
201901181126 ,360,401508
201901181127 ,360,401868
201901181128 ,358,402226
201901181129 ,360,402586
201901181130 ,361,402947
201901181131 ,360,403307
201901181132 ,358,403665
201901181133 ,360,404025
201901181134 ,360,404385
201901181135 ,360,404745
201901181136 ,360,405105
201901181137 ,360,405465
201901181138 ,360,405825
201901181139 ,358,406183
201901181140 ,361,406544
201901181141 ,360,406904
201901181142 ,360,407264
201901181143 ,360,407624
201901181144 ,360,407984
201901181145 ,360,408344
201901181146 ,361,408705
201901181147 ,360,409065
201901181148 ,360,409425
201901181149 ,358,409783
201901181150 ,361,410144
201901181151 ,360,410504
201901181152 ,359,410863
201901181153 ,360,411223
201901181154 ,360,411583
201901181155 ,361,411944
201901181156 ,360,412304
201901181157 ,360,412664
201901181158 ,361,413025
201901181159 ,360,413385
201901181200 ,360,413745
201901181201 ,360,414105
201901181202 ,359,414464
201901181203 ,360,414824
201901181204 ,360,415184
201901181205 ,360,415544
201901181206 ,358,415902
201901181207 ,361,416263
201901181208 ,360,416623
201901181209 ,360,416983
201901181210 ,360,417343
201901181211 ,360,417703
